Sequence,Lac,Proteins,Orientation,Seed1,Seed2,Energy,nProteins,Tw,Wr,Lk,Angle
105,minicircle,HU+87,MC,47466,613935,288.250,2,9.973,0.027,10.000,0.000
105,minicircle,HU+87,MC,691433,662194,321.925,2,10.153,-0.153,10.000,0.000
105,minicircle,HU+87,MC,32181,584223,336.035,2,9.995,0.005,10.000,0.000
105,minicircle,HU+87,MC,320883,613935,301.893,2,9.999,0.001,10.000,0.000
105,minicircle,HU+87,MC,829183,675287,323.779,2,9.046,-0.046,10.000,0.000
105,minicircle,HU+87,MC,670418,539537,290.935,2,9.914,0.086,10.000,0.000
105,minicircle,HU+87,MC,814838,715074,312.884,2,9.995,0.005,10.000,0.000
105,minicircle,HU+87,MC,129007,539537,287.485,2,10.057,-0.057,10.000,0.000
105,minicircle,HU+87,MC,953399,554643,305.602,2,10.001,-0.001,10.000,0.000
105,minicircle,HU+87,MC,40839,715074,336.180,2,10.039,-0.039,10.000,0.000
105,minicircle,HU+87,MC,105495,539537,308.922,2,10.005,-0.005,10.000,0.000
105,minicircle,HU+87,MC,436867,554643,302.828,2,9.879,0.121,10.000,0.000
105,minicircle,HU+87,MC,585395,715074,339.546,2,10.116,-0.116,10.000,0.000
105,minicircle,HU+87,MC,826739,539537,321.772,2,10.091,-0.091,10.000,0.000
105,minicircle,HU+87,MC,560899,554643,320.260,2,9.975,0.025,10.000,0.000
105,minicircle,HU+87,MC,741094,715074,307.733,2,10.149,-0.149,10.000,0.000
105,minicircle,HU+87,MC,278945,499770,330.244,3,10.032,-0.032,10.000,0.000
105,minicircle,HU+87,MC,660008,539537,289.304,2,10.056,-0.056,10.000,0.000
105,minicircle,HU+87,MC,732057,685238,318.239,2,10.045,-0.045,9.000,0.000
105,minicircle,HU+87,MC,897155,638474,306.517,2,10.007,-0.007,10.000,0.000
105,minicircle,HU+87,MC,117817,715074,342.619,2,10.093,-0.093,10.000,0.000
105,minicircle,HU+87,MC,837607,720072,335.072,2,10.049,-0.049,10.000,0.000
105,minicircle,HU+87,MC,251979,638474,313.376,2,9.954,0.046,10.000,0.000
105,minicircle,HU+87,MC,928877,539537,310.453,2,10.037,-0.037,10.000,0.000
105,minicircle,HU+87,MC,891879,715074,328.160,2,10.022,-0.022,10.000,0.000
105,minicircle,HU+87,MC,732111,529798,335.284,2,10.038,-0.038,10.000,0.000
105,minicircle,HU+87,MC,580838,569494,278.360,2,9.941,0.059,9.000,0.000
105,minicircle,HU+87,MC,908212,720072,320.446,2,9.951,0.049,10.000,0.000
105,minicircle,HU+87,MC,152506,715074,327.463,2,10.044,-0.044,10.000,0.000
105,minicircle,HU+87,MC,30402,720072,317.285,2,10.002,-0.002,10.000,0.000
105,minicircle,HU+87,MC,3422,574314,312.673,2,9.867,0.133,10.000,0.000
105,minicircle,HU+87,MC,124885,715074,318.813,2,10.093,-0.093,10.000,0.000
105,minicircle,HU+87,MC,391291,657249,303.444,2,9.865,0.135,10.000,0.000
105,minicircle,HU+87,MC,988258,715074,325.391,2,10.141,-0.141,9.000,0.000
105,minicircle,HU+87,MC,68261,618860,290.161,3,9.775,0.225,10.000,0.000
105,minicircle,HU+87,MC,549790,514715,316.625,2,10.102,-0.102,10.000,0.000
105,minicircle,HU+87,MC,239978,715074,342.004,2,10.078,-0.078,10.000,0.000
105,minicircle,HU+87,MC,820842,657250,315.062,2,10.178,-0.178,10.000,0.000
105,minicircle,HU+87,MC,971574,514715,307.105,2,9.964,0.036,10.000,0.000
105,minicircle,HU+87,MC,282320,715074,312.223,2,10.204,-0.204,10.000,0.000
105,minicircle,HU+87,MC,995462,514715,303.487,2,10.024,-0.024,10.000,0.000
105,minicircle,HU+87,MC,726434,715074,303.877,2,10.106,-0.106,10.000,0.000
105,minicircle,HU+87,MC,85861,514715,304.006,2,8.907,0.093,9.000,0.000
105,minicircle,HU+87,MC,257079,539547,290.147,2,9.987,0.013,9.000,0.000
105,minicircle,HU+87,MC,969922,715074,297.102,2,10.081,-0.081,10.000,0.000
105,minicircle,HU+87,MC,397456,685251,297.250,2,10.014,-0.014,10.000,0.000
105,minicircle,HU+87,MC,923147,514715,312.149,2,9.985,0.015,10.000,0.000
105,minicircle,HU+87,MC,987096,539547,333.592,2,9.934,0.066,9.000,0.000
105,minicircle,HU+87,MC,858338,715074,314.888,2,10.031,-0.031,10.000,0.000
105,minicircle,HU+87,MC,391393,539547,301.491,2,9.958,0.042,10.000,0.000
105,minicircle,HU+87,MC,983493,499783,302.130,2,10.018,-0.018,10.000,0.000
105,minicircle,HU+87,MC,703869,514715,312.653,2,9.966,0.034,9.000,0.000
105,minicircle,HU+87,MC,524187,715074,295.810,2,10.028,-0.028,10.000,0.000
105,minicircle,HU+87,MC,896010,574325,318.467,2,10.041,-0.041,9.000,0.000
105,minicircle,HU+87,MC,698253,662220,320.337,2,9.998,0.002,10.000,0.000
105,minicircle,HU+87,MC,584391,539547,332.933,2,9.932,0.068,10.000,0.000
105,minicircle,HU+87,MC,330891,499783,337.703,2,9.927,0.073,10.000,0.000
105,minicircle,HU+87,MC,537185,514715,315.347,2,9.888,0.112,10.000,0.000
105,minicircle,HU+87,MC,688498,715074,318.998,2,10.203,-0.203,10.000,0.000
105,minicircle,HU+87,MC,949793,628703,322.694,2,9.963,0.037,10.000,0.000
105,minicircle,HU+87,MC,124340,574325,334.717,2,10.175,-0.175,10.000,0.000
105,minicircle,HU+87,MC,273339,675314,276.615,2,9.977,0.023,10.000,0.000
105,minicircle,HU+87,MC,444642,633504,309.500,2,9.954,0.046,10.000,0.000
105,minicircle,HU+87,MC,941408,662220,310.308,2,9.984,0.016,10.000,0.000
105,minicircle,HU+87,MC,992566,539547,283.431,2,9.932,0.068,8.000,0.000
105,minicircle,HU+87,MC,369419,499783,322.401,2,9.939,0.061,10.000,0.000
105,minicircle,HU+87,MC,542109,514715,295.221,2,9.937,0.063,10.000,0.000
105,minicircle,HU+87,MC,394473,710092,326.661,2,10.077,-0.077,10.000,0.000
105,minicircle,HU+87,MC,379317,715074,304.427,2,10.112,-0.112,10.000,0.000
105,minicircle,HU+87,MC,89081,574325,318.036,2,10.134,-0.134,10.000,0.000
105,minicircle,HU+87,MC,545311,700117,305.413,2,9.193,-0.193,9.000,0.000
105,minicircle,HU+87,MC,721345,534709,328.826,2,10.108,-0.108,10.000,0.000
105,minicircle,HU+87,MC,680534,675314,294.823,2,10.051,-0.051,10.000,0.000
105,minicircle,HU+87,MC,819044,695187,318.958,2,9.943,0.057,10.000,0.000
105,minicircle,HU+87,MC,867881,662220,327.258,2,9.958,0.042,10.000,0.000
105,minicircle,HU+87,MC,781794,599039,294.816,2,9.943,0.057,10.000,0.000
105,minicircle,HU+87,MC,377155,539547,309.525,2,9.993,0.007,10.000,0.000
105,minicircle,HU+87,MC,338545,559475,324.063,2,9.137,-0.137,10.000,0.000
105,minicircle,HU+87,MC,594530,715074,326.021,2,10.244,-0.244,10.000,0.000
105,minicircle,HU+87,MC,299105,574325,312.680,2,10.048,-0.048,10.000,0.000
105,minicircle,HU+87,MC,568240,700117,292.954,2,10.079,-0.079,10.000,0.000
105,minicircle,HU+87,MC,133068,695187,328.802,2,9.923,0.077,10.000,0.000
105,minicircle,HU+87,MC,648369,662220,301.001,2,9.963,0.037,10.000,0.000
105,minicircle,HU+87,MC,384331,539547,307.453,2,9.940,0.060,10.000,0.000
105,minicircle,HU+87,MC,589627,529818,348.576,2,10.165,-0.165,10.000,0.000
105,minicircle,HU+87,MC,6713,599039,282.728,2,10.093,-0.093,10.000,0.000
105,minicircle,HU+87,MC,475719,569511,316.519,2,9.999,0.001,9.000,0.000
105,minicircle,HU+87,MC,264640,715074,324.079,2,9.164,-0.164,10.000,0.000
105,minicircle,HU+87,MC,972784,700117,324.119,2,9.945,0.055,10.000,0.000
105,minicircle,HU+87,MC,2719,539547,309.025,2,10.014,-0.014,10.000,0.000
105,minicircle,HU+87,MC,671941,715074,331.391,2,10.040,-0.040,10.000,0.000
105,minicircle,HU+87,MC,253931,700117,323.519,2,10.007,-0.007,10.000,0.000
105,minicircle,HU+87,MC,39978,638499,283.890,2,9.860,0.140,9.000,0.000
105,minicircle,HU+87,MC,937606,539547,302.781,2,9.888,0.112,9.000,0.000
105,minicircle,HU+87,MC,693588,715074,302.207,2,10.143,-0.143,10.000,0.000
105,minicircle,HU+87,MC,375943,657266,290.377,2,10.018,-0.018,10.000,0.000
105,minicircle,HU+87,MC,248619,613970,336.308,2,9.900,0.100,10.000,0.000
105,minicircle,HU+87,MC,310624,628711,287.775,2,9.964,0.036,10.000,0.000
105,minicircle,HU+87,MC,205754,539547,300.857,2,10.009,-0.009,9.000,0.000
105,minicircle,HU+87,MC,206885,638499,354.066,2,9.986,0.014,10.000,0.000
105,minicircle,HU+87,MC,98564,700117,321.169,2,9.926,0.074,10.000,0.000
105,minicircle,HU+87,MC,631182,613970,325.289,2,9.974,0.026,10.000,0.000
105,minicircle,HU+87,MC,408338,628711,299.565,2,9.944,0.056,10.000,0.000
105,minicircle,HU+87,MC,566303,549680,291.586,2,9.966,0.034,10.000,0.000
105,minicircle,HU+87,MC,489530,519669,323.366,2,10.044,-0.044,10.000,0.000
105,minicircle,HU+87,MC,809559,514724,308.470,2,10.026,-0.026,10.000,0.000
105,minicircle,HU+87,MC,653616,613970,315.455,2,9.871,0.129,10.000,0.000
105,minicircle,HU+87,MC,390132,628711,319.156,2,9.962,0.038,10.000,0.000
105,minicircle,HU+87,MC,610337,549680,329.922,2,10.056,-0.056,9.000,0.000
105,minicircle,HU+87,MC,889652,549680,295.295,2,10.031,-0.031,10.000,0.000
105,minicircle,HU+87,MC,355167,539551,319.916,2,10.011,-0.011,10.000,0.000
105,minicircle,HU+87,MC,840081,604046,334.225,2,10.136,-0.136,8.000,0.000
105,minicircle,HU+87,MC,671141,549680,312.280,2,9.913,0.087,10.000,0.000
105,minicircle,HU+87,MC,939012,647509,346.634,2,10.129,-0.129,10.000,0.000
105,minicircle,HU+87,MC,380741,584267,317.084,2,9.914,0.086,10.000,0.000
105,minicircle,HU+87,MC,890702,539551,321.722,2,9.981,0.019,10.000,0.000
105,minicircle,HU+87,MC,958685,604046,321.639,2,9.952,0.048,10.000,0.000
105,minicircle,HU+87,MC,841139,549680,299.818,2,9.955,0.045,10.000,0.000
105,minicircle,HU+87,MC,431698,623981,309.634,2,9.886,0.114,10.000,0.000
105,minicircle,HU+87,MC,317765,618887,322.112,3,9.990,0.010,10.000,0.000
105,minicircle,HU+87,MC,721164,534724,315.992,2,9.990,0.010,10.000,0.000
105,minicircle,HU+87,MC,490403,647509,330.155,2,10.948,0.052,10.000,0.000
105,minicircle,HU+87,MC,950320,509732,310.819,2,10.035,-0.035,10.000,0.000
105,minicircle,HU+87,MC,41566,604046,326.336,2,9.946,0.054,10.000,0.000
105,minicircle,HU+87,MC,989337,647509,337.265,2,10.104,-0.104,10.000,0.000
105,minicircle,HU+87,MC,562886,509732,299.128,2,10.166,-0.166,10.000,0.000
105,minicircle,HU+87,MC,21358,690265,299.822,2,9.887,0.113,10.000,0.000
105,minicircle,HU+87,MC,156618,604046,323.161,2,10.052,-0.052,10.000,0.000
105,minicircle,HU+87,MC,75440,574341,288.883,3,9.981,0.019,9.000,0.000
105,minicircle,HU+87,MC,296558,647509,314.592,2,10.065,-0.065,9.000,0.000
105,minicircle,HU+87,MC,633415,524851,334.061,2,10.054,-0.054,10.000,0.000
105,minicircle,HU+87,MC,788807,509732,307.536,2,10.024,-0.024,10.000,0.000
105,minicircle,HU+87,MC,893498,690265,278.496,2,9.919,0.081,10.000,0.000
105,minicircle,HU+87,MC,140938,604046,314.756,2,10.028,-0.028,10.000,0.000
105,minicircle,HU+87,MC,43857,680266,319.240,2,9.886,0.114,10.000,0.000
105,minicircle,HU+87,MC,102950,695204,323.383,2,10.015,-0.015,10.000,0.000
105,minicircle,HU+87,MC,594845,647509,344.898,2,10.045,-0.045,10.000,0.000
105,minicircle,HU+87,MC,656071,604046,314.417,2,10.050,-0.050,10.000,0.000
105,minicircle,HU+87,MC,194825,647509,333.839,2,9.982,0.018,10.000,0.000
105,minicircle,HU+87,MC,289434,700132,310.016,2,9.983,0.017,10.000,0.000
105,minicircle,HU+87,MC,947593,604046,315.324,2,10.182,-0.182,10.000,0.000
105,minicircle,HU+87,MC,939685,647509,325.113,2,9.912,0.088,10.000,0.000
105,minicircle,HU+87,MC,84967,700132,299.935,2,9.996,0.004,10.000,0.000
105,minicircle,HU+87,MC,646523,604046,328.625,2,10.051,-0.051,10.000,0.000
105,minicircle,HU+87,MC,385127,647509,331.971,2,9.916,0.084,9.000,0.000
105,minicircle,HU+87,MC,284494,494921,288.190,2,10.009,-0.009,10.000,0.000
105,minicircle,HU+87,MC,685408,604046,310.320,2,9.980,0.020,10.000,0.000
105,minicircle,HU+87,MC,676588,647509,350.251,2,9.950,0.050,10.000,0.000
105,minicircle,HU+87,MC,51167,695210,297.593,2,9.894,0.106,10.000,0.000
105,minicircle,HU+87,MC,135517,569536,306.441,2,9.924,0.076,10.000,0.000
105,minicircle,HU+87,MC,580831,494922,341.468,2,10.081,-0.081,9.000,0.000
105,minicircle,HU+87,MC,678409,695210,291.893,2,9.946,0.054,10.000,0.000
105,minicircle,HU+87,MC,254581,564477,307.291,2,9.938,0.062,10.000,0.000
105,minicircle,HU+87,MC,728151,569536,321.557,2,9.900,0.100,10.000,0.000
105,minicircle,HU+87,MC,649863,534739,275.271,2,10.076,-0.076,9.000,0.000
105,minicircle,HU+87,MC,567051,695210,308.221,2,9.957,0.043,10.000,0.000
105,minicircle,HU+87,MC,166663,494923,301.565,2,9.861,0.139,10.000,0.000
105,minicircle,HU+87,MC,56565,564477,324.050,2,9.931,0.069,10.000,0.000
105,minicircle,HU+87,MC,522849,569536,327.637,2,10.013,-0.013,10.000,0.000
105,minicircle,HU+87,MC,135943,594139,350.246,2,9.976,0.024,10.000,0.000
105,minicircle,HU+87,MC,139647,494923,287.426,2,9.952,0.048,10.000,0.000
105,minicircle,HU+87,MC,995091,519694,337.397,2,10.109,-0.109,10.000,0.000
105,minicircle,HU+87,MC,298624,638527,307.416,2,9.974,0.026,10.000,0.000
105,minicircle,HU+87,MC,804535,509750,325.444,2,9.920,0.080,10.000,0.000
105,minicircle,HU+87,MC,794386,584290,308.182,2,10.000,0.000,10.000,0.000
105,minicircle,HU+87,MC,804535,700146,322.671,2,10.057,-0.057,10.000,0.000
105,minicircle,HU+87,MC,95287,584290,306.495,2,10.015,-0.015,10.000,0.000
105,minicircle,HU+87,MC,540492,494929,350.295,2,9.995,0.005,10.000,0.000
105,minicircle,HU+87,MC,696835,662260,308.902,2,10.046,-0.046,10.000,0.000
105,minicircle,HU+87,MC,757150,584290,306.185,2,9.894,0.106,10.000,0.000
105,minicircle,HU+87,MC,128941,494929,342.757,2,9.990,0.010,10.000,0.000
105,minicircle,HU+87,MC,862854,705154,324.250,2,10.159,-0.159,10.000,0.000
105,minicircle,HU+87,MC,140322,720133,299.711,2,10.027,-0.027,10.000,0.000
105,minicircle,HU+87,MC,565936,609109,285.850,2,10.040,-0.040,10.000,0.000
105,minicircle,HU+87,MC,333606,652276,334.622,2,10.070,-0.070,10.000,0.000
105,minicircle,HU+87,MC,83285,494929,362.056,2,9.998,0.002,10.000,0.000
105,minicircle,HU+87,MC,881868,705154,318.175,2,10.079,-0.079,10.000,0.000
105,minicircle,HU+87,MC,665989,730105,333.865,2,10.033,-0.033,10.000,0.000
105,minicircle,HU+87,MC,146852,519702,283.029,2,9.906,0.094,10.000,0.000
105,minicircle,HU+87,MC,760094,609109,292.126,2,10.142,-0.142,10.000,0.000
105,minicircle,HU+87,MC,146852,662262,300.780,2,9.976,0.024,10.000,0.000
105,minicircle,HU+87,MC,152630,725123,310.641,2,9.933,0.067,10.000,0.000
105,minicircle,HU+87,MC,78270,652276,336.707,2,9.987,0.013,10.000,0.000
105,minicircle,HU+87,MC,336975,705154,321.315,2,10.103,-0.103,9.000,0.000
105,minicircle,HU+87,MC,611449,559522,292.406,3,9.033,-0.033,9.000,0.000
105,minicircle,HU+87,MC,302852,549712,361.001,2,10.079,-0.079,10.000,0.000
105,minicircle,HU+87,MC,788798,662262,328.327,2,10.035,-0.035,10.000,0.000
105,minicircle,HU+87,MC,9026,725123,346.821,2,9.947,0.053,10.000,0.000
105,minicircle,HU+87,MC,460685,652276,309.433,2,10.054,-0.054,10.000,0.000
105,minicircle,HU+87,MC,737120,690292,315.598,3,9.820,0.180,10.000,0.000
105,minicircle,HU+87,MC,124117,705154,303.381,2,10.051,-0.051,10.000,0.000
105,minicircle,HU+87,MC,860274,549712,325.316,2,9.038,-0.038,10.000,0.000
105,minicircle,HU+87,MC,448712,670672,327.304,2,9.974,0.026,10.000,0.000
105,minicircle,HU+87,MC,178514,549712,334.468,2,9.964,0.036,10.000,0.000
105,minicircle,HU+87,MC,579857,705154,323.415,2,10.149,-0.149,10.000,0.000
105,minicircle,HU+87,MC,88500,574373,312.577,2,9.932,0.068,10.000,0.000
105,minicircle,HU+87,MC,215785,705154,341.789,2,10.134,-0.134,10.000,0.000
105,minicircle,HU+87,MC,766863,549712,336.268,2,9.895,0.105,10.000,0.000
105,minicircle,HU+87,MC,424542,624014,322.751,2,9.961,0.039,10.000,0.000
105,minicircle,HU+87,MC,292801,544645,350.779,2,9.728,0.272,10.000,0.000
105,minicircle,HU+87,MC,279812,519708,317.016,2,10.063,-0.063,9.000,0.000
105,minicircle,HU+87,MC,977354,642815,304.315,2,10.005,-0.005,10.000,0.000
105,minicircle,HU+87,MC,919279,705154,330.378,2,10.140,-0.140,10.000,0.000
105,minicircle,HU+87,MC,375552,549712,340.106,2,10.063,-0.063,10.000,0.000
105,minicircle,HU+87,MC,732057,559529,329.036,2,10.085,-0.085,9.000,0.000
105,minicircle,HU+87,MC,729941,705154,318.597,2,10.185,-0.185,10.000,0.000
105,minicircle,HU+87,MC,562441,549712,328.858,2,10.001,-0.001,10.000,0.000
105,minicircle,HU+87,MC,559398,700160,305.665,2,9.992,0.008,10.000,0.000
105,minicircle,HU+87,MC,397524,529871,302.162,2,10.008,-0.008,10.000,0.000
105,minicircle,HU+87,MC,720524,715125,308.910,2,10.014,-0.014,10.000,0.000
105,minicircle,HU+87,MC,119015,705154,342.101,2,10.074,-0.074,10.000,0.000
105,minicircle,HU+87,MC,323062,549712,327.370,2,10.063,-0.063,10.000,0.000
105,minicircle,HU+87,MC,906704,584304,308.743,2,9.991,0.009,10.000,0.000
105,minicircle,HU+87,MC,7293,529871,324.859,2,9.962,0.038,10.000,0.000
105,minicircle,HU+87,MC,824461,544649,335.942,2,10.083,-0.083,10.000,0.000
105,minicircle,HU+87,MC,59724,705154,330.063,2,10.110,-0.110,10.000,0.000
105,minicircle,HU+87,MC,639244,715125,308.867,2,9.066,-0.066,10.000,0.000
105,minicircle,HU+87,MC,714268,642819,323.458,2,10.040,-0.040,10.000,0.000
105,minicircle,HU+87,MC,746047,652286,319.881,2,10.129,-0.129,10.000,0.000
105,minicircle,HU+87,MC,507533,705154,330.289,2,10.257,-0.257,10.000,0.000
105,minicircle,HU+87,MC,57893,715125,317.439,2,9.889,0.111,10.000,0.000
105,minicircle,HU+87,MC,300846,652286,305.879,2,9.989,0.011,10.000,0.000
105,minicircle,HU+87,MC,86075,614023,344.972,3,10.012,-0.012,10.000,0.000
105,minicircle,HU+87,MC,500080,618933,338.362,2,9.799,0.201,10.000,0.000
105,minicircle,HU+87,MC,76157,559534,300.226,2,9.937,0.063,10.000,0.000
105,minicircle,HU+87,MC,142595,725135,283.617,2,9.945,0.055,10.000,0.000
105,minicircle,HU+87,MC,895961,564507,286.230,2,10.031,-0.031,10.000,0.000
105,minicircle,HU+87,MC,552175,618933,342.250,2,9.925,0.075,10.000,0.000
105,minicircle,HU+87,MC,46789,564507,287.331,2,10.137,-0.137,10.000,0.000
105,minicircle,HU+87,MC,137547,624026,326.283,2,10.074,-0.074,10.000,0.000
105,minicircle,HU+87,MC,345447,534771,293.278,4,9.717,0.283,10.000,0.000
105,minicircle,HU+87,MC,596653,584310,334.676,3,9.912,0.088,10.000,0.000
105,minicircle,HU+87,MC,163045,618933,329.568,2,9.979,0.021,10.000,0.000
105,minicircle,HU+87,MC,391639,564507,277.217,2,10.011,-0.011,10.000,0.000
105,minicircle,HU+87,MC,617205,574390,319.764,2,9.982,0.018,10.000,0.000
105,minicircle,HU+87,MC,479940,624026,324.411,2,9.934,0.066,10.000,0.000
105,minicircle,HU+87,MC,126860,569566,312.439,2,10.003,-0.003,10.000,0.000
105,minicircle,HU+87,MC,599533,715129,323.794,2,10.199,-0.199,10.000,0.000
105,minicircle,HU+87,MC,112968,564507,280.480,2,10.211,-0.211,10.000,0.000
105,minicircle,HU+87,MC,634506,574390,337.040,2,10.056,-0.056,9.000,0.000
105,minicircle,HU+87,MC,425150,715129,314.798,2,9.805,0.195,10.000,0.000
105,minicircle,HU+87,MC,849793,564507,304.159,2,10.044,-0.044,10.000,0.000
105,minicircle,HU+87,MC,660168,628770,304.642,2,9.746,0.254,10.000,0.000
105,minicircle,HU+87,MC,543423,579364,308.890,2,9.979,0.021,10.000,0.000
105,minicircle,HU+87,MC,126204,494954,330.643,3,9.769,0.231,10.000,0.000
105,minicircle,HU+87,MC,319926,579364,331.467,2,10.041,-0.041,10.000,0.000
105,minicircle,HU+87,MC,661880,554742,329.854,2,10.065,-0.065,9.000,0.000
105,minicircle,HU+87,MC,48508,579364,302.448,2,9.948,0.052,10.000,0.000
105,minicircle,HU+87,MC,376802,509782,298.365,2,9.931,0.069,10.000,0.000
105,minicircle,HU+87,MC,106585,642832,294.930,2,10.062,-0.062,9.000,0.000
105,minicircle,HU+87,MC,219647,534779,312.826,2,9.982,0.018,10.000,0.000
105,minicircle,HU+87,MC,456799,494956,321.634,2,9.907,0.093,9.000,0.000
105,minicircle,HU+87,MC,63304,554742,325.542,2,10.124,-0.124,10.000,0.000
105,minicircle,HU+87,MC,659215,509782,281.328,2,9.965,0.035,10.000,0.000
105,minicircle,HU+87,MC,143312,614035,309.966,2,9.899,0.101,10.000,0.000
105,minicircle,HU+87,MC,418177,539611,344.638,2,10.025,-0.025,10.000,0.000
105,minicircle,HU+87,MC,41415,730132,326.529,2,9.909,0.091,10.000,0.000
105,minicircle,HU+87,MC,444263,494956,312.547,2,9.890,0.110,10.000,0.000
105,minicircle,HU+87,MC,991650,614035,318.080,2,9.893,0.107,9.000,0.000
105,minicircle,HU+87,MC,248674,539611,340.898,2,10.041,-0.041,10.000,0.000
105,minicircle,HU+87,MC,86658,730132,341.359,2,9.846,0.154,10.000,0.000
105,minicircle,HU+87,MC,667938,494956,305.517,2,10.633,0.367,10.000,0.000
105,minicircle,HU+87,MC,625267,614035,296.700,2,9.834,0.166,10.000,0.000
105,minicircle,HU+87,MC,731271,539611,339.626,2,10.108,-0.108,10.000,0.000
105,minicircle,HU+87,MC,373311,730132,343.710,2,9.827,0.173,10.000,0.000
105,minicircle,HU+87,MC,503615,614035,288.820,2,9.854,0.146,10.000,0.000
105,minicircle,HU+87,MC,273735,730132,346.153,2,9.992,0.008,10.000,0.000
105,minicircle,HU+87,MC,397524,670703,321.126,2,9.991,0.009,10.000,0.000
105,minicircle,HU+87,MC,555244,554750,314.446,3,9.786,0.214,10.000,0.000
105,minicircle,HU+87,MC,825121,594189,327.888,2,9.953,0.047,10.000,0.000
105,minicircle,HU+87,MC,808924,710171,316.295,2,9.965,0.035,10.000,0.000
105,minicircle,HU+87,MC,997915,554750,325.453,2,9.961,0.039,10.000,0.000
105,minicircle,HU+87,MC,929995,564522,350.299,2,10.035,-0.035,10.000,0.000
105,minicircle,HU+87,MC,687231,524920,319.878,2,10.059,-0.059,9.000,0.000
105,minicircle,HU+87,MC,118379,594189,357.059,2,9.981,0.019,10.000,0.000
105,minicircle,HU+87,MC,845645,534791,331.475,2,9.871,0.129,9.000,0.000
105,minicircle,HU+87,MC,995281,715145,321.743,2,9.944,0.056,10.000,0.000
105,minicircle,HU+87,MC,862954,594189,323.690,2,9.955,0.045,10.000,0.000
105,minicircle,HU+87,MC,830173,539619,294.838,2,9.967,0.033,10.000,0.000
105,minicircle,HU+87,MC,378886,544681,318.645,2,10.011,-0.011,10.000,0.000
105,minicircle,HU+87,MC,547983,534791,348.196,2,10.057,-0.057,10.000,0.000
105,minicircle,HU+87,MC,820117,715145,327.672,2,9.988,0.012,10.000,0.000
105,minicircle,HU+87,MC,427566,670709,320.837,2,10.050,-0.050,10.000,0.000
105,minicircle,HU+87,MC,707823,695267,324.515,3,9.726,0.274,10.000,0.000
105,minicircle,HU+87,MC,248674,594190,308.364,2,10.063,-0.063,10.000,0.000
105,minicircle,HU+87,MC,134272,599123,311.910,2,9.938,0.062,10.000,0.000
105,minicircle,HU+87,MC,700804,534792,272.897,2,9.979,0.021,10.000,0.000
105,minicircle,HU+87,MC,776146,534792,307.319,2,9.868,0.132,10.000,0.000
105,minicircle,HU+87,MC,319545,633594,310.267,2,10.044,-0.044,10.000,0.000
105,minicircle,HU+87,MC,962754,633594,304.993,2,9.973,0.027,10.000,0.000
105,minicircle,HU+87,MC,696835,642852,320.167,2,10.037,-0.037,10.000,0.000
105,minicircle,HU+87,MC,923582,695270,322.406,3,9.890,0.110,10.000,0.000
105,minicircle,HU+87,MC,199670,652317,319.983,2,9.126,-0.126,9.000,0.000
105,minicircle,HU+87,MC,198286,579385,298.779,2,10.011,-0.011,8.000,0.000
105,minicircle,HU+87,MC,454052,594195,330.568,2,10.119,-0.119,10.000,0.000
105,minicircle,HU+87,MC,845621,730148,324.972,2,9.879,0.121,10.000,0.000
105,minicircle,HU+87,MC,994757,647575,290.895,2,10.049,-0.049,10.000,0.000
105,minicircle,HU+87,MC,253742,609162,320.556,2,10.117,-0.117,10.000,0.000
105,minicircle,HU+87,MC,433522,670717,313.934,2,9.955,0.045,10.000,0.000
105,minicircle,HU+87,MC,782652,524936,318.939,4,9.932,0.068,10.000,0.000
105,minicircle,HU+87,MC,899751,609162,301.382,2,10.117,-0.117,10.000,0.000
105,minicircle,HU+87,MC,932662,544693,322.915,2,10.153,-0.153,10.000,0.000
105,minicircle,HU+87,MC,262586,559572,330.279,2,10.059,-0.059,10.000,0.000
105,minicircle,HU+87,MC,574166,524936,319.208,4,10.037,-0.037,10.000,0.000
105,minicircle,HU+87,MC,540578,725175,310.681,2,10.044,-0.044,10.000,0.000
105,minicircle,HU+87,MC,16622,705195,304.679,2,10.013,-0.013,10.000,0.000
105,minicircle,HU+87,MC,162300,569604,310.238,2,10.156,-0.156,10.000,0.000
105,minicircle,HU+87,MC,599039,700210,301.983,2,10.030,-0.030,10.000,0.000
105,minicircle,HU+87,MC,636711,519764,316.524,2,9.889,0.111,10.000,0.000
105,minicircle,HU+87,MC,423004,569604,331.847,2,9.989,0.011,10.000,0.000
105,minicircle,HU+87,MC,267944,524944,307.197,2,9.102,-0.102,9.000,0.000
105,minicircle,HU+87,MC,268294,519768,337.006,2,10.021,-0.021,10.000,0.000
105,minicircle,HU+87,MC,111177,559583,332.321,2,9.814,0.186,10.000,0.000
105,minicircle,HU+87,MC,463670,524944,321.780,2,9.167,-0.167,10.000,0.000
105,minicircle,HU+87,MC,567935,589417,313.750,2,9.981,0.019,10.000,0.000
105,minicircle,HU+87,MC,247572,519768,335.255,2,9.985,0.015,10.000,0.000
105,minicircle,HU+87,MC,296578,519768,341.682,2,10.084,-0.084,10.000,0.000
105,minicircle,HU+87,MC,877006,725187,298.179,2,10.169,-0.169,9.000,0.000
105,minicircle,HU+87,MC,4771,554784,313.798,2,9.974,0.026,10.000,0.000
105,minicircle,HU+87,MC,240752,685379,319.366,2,9.987,0.013,10.000,0.000
