Sequence,Lac,Proteins,Orientation,Seed1,Seed2,Energy,nProteins,Tw,Wr,Lk,Angle
105,minicircle,HU+87,MC,21358,283599,332.005,2,9.969,0.031,10.000,0.000
105,minicircle,HU+87,MC,196687,229084,299.161,2,10.065,-0.065,10.000,0.000
105,minicircle,HU+87,MC,336730,53972,327.037,2,10.043,-0.043,10.000,0.000
105,minicircle,HU+87,MC,429053,99124,308.764,2,10.023,-0.023,10.000,0.000
105,minicircle,HU+87,MC,734799,308352,319.211,2,9.763,0.237,9.000,0.000
105,minicircle,HU+87,MC,645624,387433,321.037,2,9.986,0.014,10.000,0.000
105,minicircle,HU+87,MC,618765,99124,295.345,2,9.976,0.024,9.000,0.000
105,minicircle,HU+87,MC,182670,387433,365.901,2,10.031,-0.031,10.000,0.000
105,minicircle,HU+87,MC,791173,293470,305.938,3,9.897,0.103,10.000,0.000
105,minicircle,HU+87,MC,259805,298464,308.030,4,9.729,0.271,10.000,0.000
105,minicircle,HU+87,MC,660168,154321,303.952,2,9.840,0.160,10.000,0.000
105,minicircle,HU+87,MC,493309,198830,338.724,2,9.985,0.015,10.000,0.000
105,minicircle,HU+87,MC,971472,198830,316.059,2,10.035,-0.035,10.000,0.000
105,minicircle,HU+87,MC,371755,416014,302.837,2,9.975,0.025,10.000,0.000
105,minicircle,HU+87,MC,896495,53979,299.906,2,9.955,0.045,10.000,0.000
105,minicircle,HU+87,MC,36196,108917,327.370,2,10.019,-0.019,10.000,0.000
105,minicircle,HU+87,MC,164543,39035,317.255,2,9.875,0.125,10.000,0.000
105,minicircle,HU+87,MC,280757,108917,319.960,2,10.041,-0.041,10.000,0.000
105,minicircle,HU+87,MC,290232,397138,307.968,2,10.049,-0.049,10.000,0.000
105,minicircle,HU+87,MC,242697,328213,328.662,2,9.828,0.172,10.000,0.000
105,minicircle,HU+87,MC,98522,39035,311.596,2,10.087,-0.087,10.000,0.000
105,minicircle,HU+87,MC,265462,108917,326.854,2,9.757,0.243,10.000,0.000
105,minicircle,HU+87,MC,260188,39035,319.253,2,9.989,0.011,10.000,0.000
105,minicircle,HU+87,MC,106480,353011,302.454,2,9.998,0.002,10.000,0.000
105,minicircle,HU+87,MC,726307,397139,318.039,2,9.911,0.089,10.000,0.000
105,minicircle,HU+87,MC,627748,99134,328.800,3,9.966,0.034,10.000,0.000
105,minicircle,HU+87,MC,315802,39035,326.063,2,10.076,-0.076,10.000,0.000
105,minicircle,HU+87,MC,141007,343045,328.086,2,9.992,0.008,10.000,0.000
105,minicircle,HU+87,MC,245517,313392,307.305,2,9.985,0.015,9.000,0.000
105,minicircle,HU+87,MC,459174,39035,323.142,2,10.108,-0.108,10.000,0.000
105,minicircle,HU+87,MC,267002,343045,318.438,2,9.901,0.099,10.000,0.000
105,minicircle,HU+87,MC,291223,313392,296.382,2,10.066,-0.066,9.000,0.000
105,minicircle,HU+87,MC,878562,39035,295.926,2,10.055,-0.055,10.000,0.000
105,minicircle,HU+87,MC,23271,213673,321.398,2,9.970,0.030,9.000,0.000
105,minicircle,HU+87,MC,958439,33918,297.660,2,10.112,-0.112,10.000,0.000
105,minicircle,HU+87,MC,143083,308369,314.660,2,10.064,-0.064,10.000,0.000
105,minicircle,HU+87,MC,96541,425150,342.952,2,9.886,0.114,10.000,0.000
105,minicircle,HU+87,MC,662262,213673,338.311,2,10.007,-0.007,10.000,0.000
105,minicircle,HU+87,MC,384010,397144,283.491,2,9.965,0.035,10.000,0.000
105,minicircle,HU+87,MC,373467,308369,330.218,2,10.011,-0.011,10.000,0.000
105,minicircle,HU+87,MC,672757,397144,309.467,2,10.025,-0.025,10.000,0.000
105,minicircle,HU+87,MC,21071,308369,306.087,2,10.215,-0.215,10.000,0.000
105,minicircle,HU+87,MC,678243,308369,339.374,2,9.942,0.058,10.000,0.000
105,minicircle,HU+87,MC,464187,43636,310.802,2,9.990,0.010,10.000,0.000
105,minicircle,HU+87,MC,106190,68681,276.649,2,10.049,-0.049,10.000,0.000
105,minicircle,HU+87,MC,303474,229108,320.393,2,9.958,0.042,10.000,0.000
105,minicircle,HU+87,MC,272223,293492,298.430,2,10.112,-0.112,10.000,0.000
105,minicircle,HU+87,MC,284677,308369,355.487,2,9.668,-0.668,10.000,0.000
105,minicircle,HU+87,MC,146602,357901,291.265,2,9.963,0.037,10.000,0.000
105,minicircle,HU+87,MC,88160,288637,310.382,2,9.921,0.079,10.000,0.000
105,minicircle,HU+87,MC,76060,108931,326.197,2,10.075,-0.075,10.000,0.000
105,minicircle,HU+87,MC,416715,43636,320.183,2,9.994,0.006,10.000,0.000
105,minicircle,HU+87,MC,255547,68681,298.273,2,9.198,-0.198,9.000,0.000
105,minicircle,HU+87,MC,762547,229108,328.566,2,9.906,0.094,9.000,0.000
105,minicircle,HU+87,MC,924044,293492,288.784,2,9.152,-0.152,9.000,0.000
105,minicircle,HU+87,MC,137300,308369,316.314,2,9.958,0.042,10.000,0.000
105,minicircle,HU+87,MC,575786,288637,318.531,2,9.932,0.068,9.000,0.000
105,minicircle,HU+87,MC,613662,43636,328.602,2,9.931,0.069,10.000,0.000
105,minicircle,HU+87,MC,818121,68681,261.470,2,9.916,0.084,10.000,0.000
105,minicircle,HU+87,MC,439926,303391,304.117,2,9.919,0.081,10.000,0.000
105,minicircle,HU+87,MC,798849,308369,319.544,2,10.039,-0.039,9.000,0.000
105,minicircle,HU+87,MC,551310,293492,305.629,2,10.083,-0.083,10.000,0.000
105,minicircle,HU+87,MC,216410,338187,323.556,2,10.003,-0.003,10.000,0.000
105,minicircle,HU+87,MC,896168,198853,321.170,2,10.064,-0.064,10.000,0.000
105,minicircle,HU+87,MC,325949,308369,346.095,2,9.974,0.026,10.000,0.000
105,minicircle,HU+87,MC,544693,293492,293.040,2,10.111,-0.111,10.000,0.000
105,minicircle,HU+87,MC,101300,308369,302.451,2,9.948,0.052,10.000,0.000
105,minicircle,HU+87,MC,385469,273890,287.790,2,10.005,-0.005,10.000,0.000
105,minicircle,HU+87,MC,191036,229112,318.337,2,9.900,0.100,10.000,0.000
105,minicircle,HU+87,MC,361664,308369,317.967,2,9.943,0.057,10.000,0.000
105,minicircle,HU+87,MC,187717,318288,301.468,2,10.046,-0.046,9.000,0.000
105,minicircle,HU+87,MC,835833,298494,315.968,2,9.992,0.008,10.000,0.000
105,minicircle,HU+87,MC,667975,229112,331.283,2,9.116,-0.116,9.000,0.000
105,minicircle,HU+87,MC,567672,303395,305.311,3,10.002,-0.002,10.000,0.000
105,minicircle,HU+87,MC,757392,397156,294.050,2,8.975,0.025,10.000,0.000
105,minicircle,HU+87,MC,261111,308369,323.253,2,10.036,-0.036,10.000,0.000
105,minicircle,HU+87,MC,163615,318288,320.504,2,10.012,-0.012,10.000,0.000
105,minicircle,HU+87,MC,944861,298494,332.183,2,9.939,0.061,10.000,0.000
105,minicircle,HU+87,MC,922578,229112,315.061,2,9.934,0.066,10.000,0.000
105,minicircle,HU+87,MC,625743,411237,329.682,3,9.973,0.027,10.000,0.000
105,minicircle,HU+87,MC,610753,308369,295.117,2,10.033,-0.033,10.000,0.000
105,minicircle,HU+87,MC,146525,420957,332.326,2,8.828,0.172,10.000,0.000
105,minicircle,HU+87,MC,60449,357910,326.045,2,9.995,0.005,10.000,0.000
105,minicircle,HU+87,MC,761874,318288,301.820,2,9.976,0.024,9.000,0.000
105,minicircle,HU+87,MC,615483,298494,333.435,2,10.799,0.201,10.000,0.000
105,minicircle,HU+87,MC,577107,411237,354.224,3,8.933,0.067,10.000,0.000
105,minicircle,HU+87,MC,919134,308369,316.039,2,9.882,0.118,10.000,0.000
105,minicircle,HU+87,MC,120357,357910,344.638,2,9.952,0.048,10.000,0.000
105,minicircle,HU+87,MC,929655,318288,322.911,2,9.925,0.075,10.000,0.000
105,minicircle,HU+87,MC,364377,313412,318.026,3,9.964,0.036,10.000,0.000
105,minicircle,HU+87,MC,312552,298494,328.139,2,10.044,-0.044,10.000,0.000
105,minicircle,HU+87,MC,497261,308369,315.495,2,8.995,0.005,10.000,0.000
105,minicircle,HU+87,MC,519137,357910,332.568,2,10.029,-0.029,10.000,0.000
105,minicircle,HU+87,MC,293836,318288,309.987,2,9.985,0.015,10.000,0.000
105,minicircle,HU+87,MC,682667,362905,295.304,2,10.069,-0.069,10.000,0.000
105,minicircle,HU+87,MC,387220,298494,314.662,2,10.120,-0.120,10.000,0.000
105,minicircle,HU+87,MC,187697,308369,297.779,2,9.959,0.041,10.000,0.000
105,minicircle,HU+87,MC,598367,357910,338.379,2,10.055,-0.055,10.000,0.000
105,minicircle,HU+87,MC,673880,362905,273.353,2,10.064,-0.064,10.000,0.000
105,minicircle,HU+87,MC,591029,308369,323.262,2,10.019,-0.019,10.000,0.000
105,minicircle,HU+87,MC,266028,283639,315.727,2,9.846,0.154,10.000,0.000
105,minicircle,HU+87,MC,211333,357910,327.669,2,10.019,-0.019,10.000,0.000
105,minicircle,HU+87,MC,184511,377614,341.412,2,9.906,0.094,8.000,0.000
105,minicircle,HU+87,MC,60737,362905,318.982,3,10.089,-0.089,10.000,0.000
105,minicircle,HU+87,MC,726026,348117,296.307,2,10.039,-0.039,10.000,0.000
105,minicircle,HU+87,MC,284782,54017,341.369,2,10.121,-0.121,10.000,0.000
105,minicircle,HU+87,MC,575986,406414,322.291,2,9.942,0.058,10.000,0.000
105,minicircle,HU+87,MC,459334,382657,314.115,2,10.002,-0.002,10.000,0.000
105,minicircle,HU+87,MC,79074,377614,321.402,2,9.939,0.061,10.000,0.000
105,minicircle,HU+87,MC,401167,348117,281.603,2,9.919,0.081,10.000,0.000
105,minicircle,HU+87,MC,661046,392393,293.424,2,9.991,0.009,10.000,0.000
105,minicircle,HU+87,MC,367426,68698,347.691,2,10.097,-0.097,10.000,0.000
105,minicircle,HU+87,MC,615095,8515,332.684,2,9.980,0.020,9.000,0.000
105,minicircle,HU+87,MC,927845,33945,283.266,2,9.875,0.125,10.000,0.000
105,minicircle,HU+87,MC,592502,348117,313.618,2,8.966,0.034,9.000,0.000
105,minicircle,HU+87,MC,948666,392393,321.790,2,10.034,-0.034,10.000,0.000
105,minicircle,HU+87,MC,913203,348117,295.375,2,9.947,0.053,9.000,0.000
105,minicircle,HU+87,MC,437974,392393,308.398,2,9.967,0.033,10.000,0.000
105,minicircle,HU+87,MC,549790,348117,313.473,2,9.970,0.030,9.000,0.000
105,minicircle,HU+87,MC,206173,154373,325.265,2,10.113,-0.113,10.000,0.000
105,minicircle,HU+87,MC,112088,357918,308.243,2,10.065,-0.065,10.000,0.000
105,minicircle,HU+87,MC,783018,397175,339.237,2,9.995,0.005,10.000,0.000
105,minicircle,HU+87,MC,291297,367891,358.384,2,9.862,0.138,10.000,0.000
105,minicircle,HU+87,MC,796889,283649,328.079,2,9.988,0.012,10.000,0.000
105,minicircle,HU+87,MC,218307,338214,283.283,4,9.318,-0.318,8.000,0.000
105,minicircle,HU+87,MC,241115,367891,344.260,2,9.807,0.193,10.000,0.000
105,minicircle,HU+87,MC,852463,372637,302.853,2,10.138,-0.138,10.000,0.000
105,minicircle,HU+87,MC,107677,43665,311.831,2,9.978,0.022,10.000,0.000
105,minicircle,HU+87,MC,917095,367891,348.263,2,9.973,0.027,9.000,0.000
105,minicircle,HU+87,MC,919827,372637,306.661,2,10.033,-0.033,10.000,0.000
105,minicircle,HU+87,MC,719091,183757,291.477,2,10.011,-0.011,10.000,0.000
105,minicircle,HU+87,MC,747300,362923,332.939,2,9.964,0.036,10.000,0.000
105,minicircle,HU+87,MC,651636,362923,327.559,2,9.838,0.162,10.000,0.000
105,minicircle,HU+87,MC,840015,397184,308.245,2,9.992,0.008,10.000,0.000
105,minicircle,HU+87,MC,419152,318311,325.959,2,10.016,-0.016,10.000,0.000
105,minicircle,HU+87,MC,604725,43672,312.582,2,9.978,0.022,10.000,0.000
105,minicircle,HU+87,MC,831299,54037,316.988,2,10.139,-0.139,10.000,0.000
105,minicircle,HU+87,MC,304627,33961,297.807,2,9.891,0.109,10.000,0.000
105,minicircle,HU+87,MC,298395,362923,335.901,2,9.984,0.016,10.000,0.000
105,minicircle,HU+87,MC,306741,318311,330.918,2,10.079,-0.079,10.000,0.000
105,minicircle,HU+87,MC,354125,397184,298.073,2,9.973,0.027,10.000,0.000
105,minicircle,HU+87,MC,956299,54037,310.310,2,9.994,0.006,10.000,0.000
105,minicircle,HU+87,MC,455439,420989,305.561,2,9.914,0.086,10.000,0.000
105,minicircle,HU+87,MC,945317,357932,281.404,2,9.934,0.066,10.000,0.000
105,minicircle,HU+87,MC,46650,420989,310.817,2,10.058,-0.058,10.000,0.000
105,minicircle,HU+87,MC,160797,377638,319.368,2,10.048,-0.048,9.000,0.000
105,minicircle,HU+87,MC,622733,357932,273.854,2,9.999,0.001,10.000,0.000
105,minicircle,HU+87,MC,640031,367904,335.609,2,9.809,0.191,10.000,0.000
105,minicircle,HU+87,MC,127421,39091,335.524,2,9.998,0.002,10.000,0.000
105,minicircle,HU+87,MC,929792,411270,298.034,2,9.966,0.034,10.000,0.000
105,minicircle,HU+87,MC,339701,357932,270.760,2,9.925,0.075,10.000,0.000
105,minicircle,HU+87,MC,317723,367904,323.975,2,9.686,0.314,10.000,0.000
105,minicircle,HU+87,MC,660038,406443,324.234,2,9.939,0.061,10.000,0.000
105,minicircle,HU+87,MC,572840,39091,333.318,2,10.000,-0.000,10.000,0.000
105,minicircle,HU+87,MC,250699,411270,308.375,2,9.960,0.040,10.000,0.000
105,minicircle,HU+87,MC,572711,68726,310.083,2,10.055,-0.055,10.000,0.000
105,minicircle,HU+87,MC,363281,406443,324.940,2,10.029,-0.029,10.000,0.000
105,minicircle,HU+87,MC,832955,39091,315.109,2,10.065,-0.065,10.000,0.000
105,minicircle,HU+87,MC,796433,229146,343.472,2,9.911,0.089,10.000,0.000
105,minicircle,HU+87,MC,884131,411270,319.194,2,9.905,0.095,10.000,0.000
105,minicircle,HU+87,MC,648561,392418,336.262,2,10.102,-0.102,10.000,0.000
105,minicircle,HU+87,MC,937240,39091,326.685,2,9.984,0.016,10.000,0.000
105,minicircle,HU+87,MC,403204,229147,298.106,2,9.926,0.074,10.000,0.000
105,minicircle,HU+87,MC,651751,39091,330.601,2,9.988,0.012,10.000,0.000
105,minicircle,HU+87,MC,448422,367908,321.665,2,9.942,0.058,10.000,0.000
105,minicircle,HU+87,MC,41178,283673,306.124,2,9.967,0.033,10.000,0.000
105,minicircle,HU+87,MC,98522,308405,320.240,2,10.014,-0.014,10.000,0.000
105,minicircle,HU+87,MC,497069,39091,338.986,2,9.999,0.001,10.000,0.000
105,minicircle,HU+87,MC,277229,13543,337.682,2,9.780,0.220,9.000,0.000
105,minicircle,HU+87,MC,274810,39091,313.642,2,10.035,-0.035,10.000,0.000
105,minicircle,HU+87,MC,6576,213735,313.699,2,10.001,-0.001,10.000,0.000
105,minicircle,HU+87,MC,908114,33976,316.702,2,10.194,-0.194,10.000,0.000
105,minicircle,HU+87,MC,296652,353080,292.259,2,9.964,0.036,10.000,0.000
105,minicircle,HU+87,MC,268824,13543,326.017,2,10.086,-0.086,10.000,0.000
105,minicircle,HU+87,MC,376354,39091,318.244,2,9.981,0.019,10.000,0.000
105,minicircle,HU+87,MC,968753,154402,293.362,2,10.009,-0.009,10.000,0.000
105,minicircle,HU+87,MC,314369,406451,315.608,2,10.101,-0.101,10.000,0.000
105,minicircle,HU+87,MC,369456,353080,319.070,2,9.881,0.119,10.000,0.000
105,minicircle,HU+87,MC,534627,13543,317.133,2,10.016,-0.016,9.000,0.000
105,minicircle,HU+87,MC,188135,39091,324.832,2,9.939,0.061,10.000,0.000
105,minicircle,HU+87,MC,331969,367913,363.555,2,10.077,-0.077,10.000,0.000
105,minicircle,HU+87,MC,672680,353080,328.526,2,9.861,0.139,8.000,0.000
105,minicircle,HU+87,MC,408990,39091,321.927,2,9.945,0.055,10.000,0.000
105,minicircle,HU+87,MC,620771,13543,327.328,2,10.147,-0.147,10.000,0.000
105,minicircle,HU+87,MC,326062,313460,284.396,3,9.974,0.026,10.000,0.000
105,minicircle,HU+87,MC,237146,353080,297.677,2,9.925,0.075,10.000,0.000
105,minicircle,HU+87,MC,942766,183786,348.028,2,10.011,-0.011,10.000,0.000
105,minicircle,HU+87,MC,8605,323346,317.876,2,10.023,-0.023,10.000,0.000
105,minicircle,HU+87,MC,127012,13543,298.466,2,9.910,0.090,10.000,0.000
105,minicircle,HU+87,MC,690875,353080,302.763,2,9.833,0.167,10.000,0.000
105,minicircle,HU+87,MC,58844,313460,299.950,3,9.968,0.032,10.000,0.000
105,minicircle,HU+87,MC,882695,13543,295.623,2,10.013,-0.013,10.000,0.000
105,minicircle,HU+87,MC,6812,416095,330.083,2,10.027,-0.027,10.000,0.000
105,minicircle,HU+87,MC,306879,183786,360.090,2,10.051,-0.051,10.000,0.000
105,minicircle,HU+87,MC,404354,108996,294.060,2,10.000,0.000,10.000,0.000
105,minicircle,HU+87,MC,217018,13543,297.382,2,10.030,-0.030,10.000,0.000
105,minicircle,HU+87,MC,414677,421010,308.737,2,9.945,0.055,10.000,0.000
105,minicircle,HU+87,MC,692720,83962,316.898,2,10.245,-0.245,10.000,0.000
105,minicircle,HU+87,MC,545552,33985,306.239,4,9.681,0.319,10.000,0.000
105,minicircle,HU+87,MC,99644,13543,317.156,2,10.142,-0.142,10.000,0.000
105,minicircle,HU+87,MC,36196,39098,324.242,2,10.087,-0.087,10.000,0.000
105,minicircle,HU+87,MC,506338,83962,295.427,2,10.127,-0.127,10.000,0.000
105,minicircle,HU+87,MC,678105,416099,335.128,2,9.892,0.108,10.000,0.000
105,minicircle,HU+87,MC,449506,83962,322.309,2,10.104,-0.104,10.000,0.000
105,minicircle,HU+87,MC,289316,54061,326.359,2,9.934,0.066,10.000,0.000
105,minicircle,HU+87,MC,552175,353086,323.200,2,9.974,0.026,10.000,0.000
105,minicircle,HU+87,MC,156930,83962,324.770,2,10.179,-0.179,10.000,0.000
105,minicircle,HU+87,MC,771591,303461,330.007,2,9.907,0.093,10.000,0.000
105,minicircle,HU+87,MC,884527,353086,329.104,2,9.970,0.030,10.000,0.000
105,minicircle,HU+87,MC,305342,83962,311.364,2,10.170,-0.170,10.000,0.000
105,minicircle,HU+87,MC,47865,392439,285.813,3,9.984,0.016,10.000,0.000
105,minicircle,HU+87,MC,48288,353086,311.702,2,10.072,-0.072,9.000,0.000
105,minicircle,HU+87,MC,884688,83962,323.543,2,10.205,-0.205,10.000,0.000
105,minicircle,HU+87,MC,382369,353086,317.709,2,9.919,0.081,10.000,0.000
105,minicircle,HU+87,MC,59229,109006,289.750,2,10.058,-0.058,10.000,0.000
105,minicircle,HU+87,MC,221250,328306,311.969,2,9.955,0.045,9.000,0.000
105,minicircle,HU+87,MC,61706,338263,338.158,2,9.905,0.095,10.000,0.000
105,minicircle,HU+87,MC,233201,397221,307.734,2,9.970,0.030,10.000,0.000
105,minicircle,HU+87,MC,417403,54065,359.335,2,9.981,0.019,10.000,0.000
105,minicircle,HU+87,MC,676570,353086,315.513,2,9.025,-0.025,9.000,0.000
105,minicircle,HU+87,MC,3422,273963,299.363,2,9.830,0.170,10.000,0.000
105,minicircle,HU+87,MC,828038,328306,320.489,2,8.989,0.011,10.000,0.000
105,minicircle,HU+87,MC,321286,124076,325.234,2,9.975,0.025,10.000,0.000
105,minicircle,HU+87,MC,752908,54065,338.795,2,10.003,-0.003,10.000,0.000
105,minicircle,HU+87,MC,261128,39109,299.633,2,9.988,0.012,10.000,0.000
105,minicircle,HU+87,MC,826721,328306,319.506,2,10.006,-0.006,10.000,0.000
105,minicircle,HU+87,MC,713638,124076,318.444,2,10.072,-0.072,10.000,0.000
105,minicircle,HU+87,MC,850478,8577,324.618,2,10.102,-0.102,10.000,0.000
105,minicircle,HU+87,MC,146525,397223,325.236,2,9.015,-0.015,10.000,0.000
105,minicircle,HU+87,MC,469313,39109,327.143,2,10.033,-0.033,10.000,0.000
105,minicircle,HU+87,MC,830173,124076,300.251,2,9.979,0.021,9.000,0.000
105,minicircle,HU+87,MC,657412,397223,316.062,2,10.032,-0.032,10.000,0.000
105,minicircle,HU+87,MC,283326,273968,331.291,2,9.984,0.016,10.000,0.000
105,minicircle,HU+87,MC,689496,83970,316.870,3,9.902,0.098,10.000,0.000
105,minicircle,HU+87,MC,217991,377682,330.294,3,9.974,0.026,9.000,0.000
105,minicircle,HU+87,MC,960773,273968,338.247,2,10.038,-0.038,10.000,0.000
105,minicircle,HU+87,MC,388823,303474,313.756,2,10.083,-0.083,10.000,0.000
105,minicircle,HU+87,MC,450778,288723,318.329,2,9.993,0.007,10.000,0.000
105,minicircle,HU+87,MC,932508,387543,355.898,2,10.064,-0.064,10.000,0.000
105,minicircle,HU+87,MC,477015,303474,320.330,2,10.122,-0.122,10.000,0.000
105,minicircle,HU+87,MC,518923,293581,318.239,2,9.966,0.034,10.000,0.000
105,minicircle,HU+87,MC,359257,278934,302.390,2,10.109,-0.109,10.000,0.000
105,minicircle,HU+87,MC,275512,303474,307.341,2,10.065,-0.065,10.000,0.000
105,minicircle,HU+87,MC,233549,343148,344.563,3,10.121,-0.121,9.000,0.000
105,minicircle,HU+87,MC,516973,323375,340.579,2,10.071,-0.071,10.000,0.000
105,minicircle,HU+87,MC,251607,303474,308.014,2,9.894,0.106,10.000,0.000
105,minicircle,HU+87,MC,701767,278934,305.993,2,10.086,-0.086,10.000,0.000
105,minicircle,HU+87,MC,902927,124085,296.008,2,9.987,0.013,9.000,0.000
105,minicircle,HU+87,MC,412236,68770,314.310,2,10.039,-0.039,10.000,0.000
105,minicircle,HU+87,MC,313176,183812,305.211,2,10.141,-0.141,10.000,0.000
105,minicircle,HU+87,MC,17374,303474,322.237,2,10.063,-0.063,10.000,0.000
105,minicircle,HU+87,MC,296897,278934,308.361,2,10.100,-0.100,10.000,0.000
105,minicircle,HU+87,MC,622486,109022,289.081,2,10.029,-0.029,10.000,0.000
105,minicircle,HU+87,MC,450875,338281,308.195,2,9.966,0.034,10.000,0.000
105,minicircle,HU+87,MC,483189,303474,303.421,2,10.029,-0.029,10.000,0.000
105,minicircle,HU+87,MC,762464,109022,302.736,2,10.031,-0.031,10.000,0.000
105,minicircle,HU+87,MC,682390,183812,292.091,2,10.075,-0.075,10.000,0.000
105,minicircle,HU+87,MC,759744,338281,325.832,2,10.014,-0.014,10.000,0.000
105,minicircle,HU+87,MC,143425,273976,308.946,2,9.835,0.165,10.000,0.000
105,minicircle,HU+87,MC,815457,303474,320.774,2,10.106,-0.106,10.000,0.000
105,minicircle,HU+87,MC,910245,293587,327.855,2,10.039,-0.039,10.000,0.000
105,minicircle,HU+87,MC,206326,109022,289.112,2,9.996,0.004,10.000,0.000
105,minicircle,HU+87,MC,694552,183812,305.969,2,10.103,-0.103,10.000,0.000
105,minicircle,HU+87,MC,382788,382740,334.500,2,10.011,-0.011,10.000,0.000
105,minicircle,HU+87,MC,267528,353105,350.738,2,9.963,0.037,10.000,0.000
105,minicircle,HU+87,MC,377075,303474,317.254,2,10.169,-0.169,9.000,0.000
105,minicircle,HU+87,MC,18174,397239,290.387,2,9.895,0.105,10.000,0.000
105,minicircle,HU+87,MC,316691,109022,302.326,2,10.016,-0.016,10.000,0.000
105,minicircle,HU+87,MC,537721,183812,282.779,2,10.112,-0.112,10.000,0.000
105,minicircle,HU+87,MC,193,382740,341.672,2,10.003,-0.003,10.000,0.000
105,minicircle,HU+87,MC,146525,401542,347.582,2,9.867,0.133,10.000,0.000
105,minicircle,HU+87,MC,655070,421042,302.960,2,10.045,-0.045,10.000,0.000
105,minicircle,HU+87,MC,547053,303474,304.739,2,10.040,-0.040,10.000,0.000
105,minicircle,HU+87,MC,16282,397239,303.553,2,9.767,0.233,10.000,0.000
105,minicircle,HU+87,MC,226256,382740,334.791,2,9.965,0.035,10.000,0.000
105,minicircle,HU+87,MC,658785,372706,326.425,2,10.080,-0.080,10.000,0.000
105,minicircle,HU+87,MC,360322,406492,307.957,2,10.000,-0.000,10.000,0.000
105,minicircle,HU+87,MC,535405,83988,308.095,2,10.058,-0.058,10.000,0.000
105,minicircle,HU+87,MC,639800,303474,310.094,2,10.004,-0.004,10.000,0.000
105,minicircle,HU+87,MC,473722,372706,325.895,2,9.910,0.090,10.000,0.000
105,minicircle,HU+87,MC,733028,406492,321.224,2,9.873,0.127,10.000,0.000
105,minicircle,HU+87,MC,554582,83988,319.853,2,10.007,-0.007,10.000,0.000
105,minicircle,HU+87,MC,280573,303474,336.160,2,10.065,-0.065,10.000,0.000
105,minicircle,HU+87,MC,670677,278945,301.794,3,9.976,0.024,10.000,0.000
105,minicircle,HU+87,MC,550450,406492,308.490,2,9.983,0.017,10.000,0.000
105,minicircle,HU+87,MC,750729,83988,294.190,2,10.012,-0.012,10.000,0.000
105,minicircle,HU+87,MC,671931,303474,316.619,2,10.009,-0.009,10.000,0.000
105,minicircle,HU+87,MC,791383,406492,299.956,2,9.882,0.118,10.000,0.000
105,minicircle,HU+87,MC,472737,83988,315.174,2,10.044,-0.044,10.000,0.000
105,minicircle,HU+87,MC,287004,303474,311.133,2,10.087,-0.087,10.000,0.000
105,minicircle,HU+87,MC,35013,303474,301.466,2,10.123,-0.123,10.000,0.000
105,minicircle,HU+87,MC,268294,367965,302.829,2,9.883,0.117,10.000,0.000
